text,rating,job_title,platform,source
"I've worked here twice. It's an intense environment, but gives you a lot of ownership of your projects. My main complaint would be that you are treated like a number, I saw far too many people lose their jobs without advance notice as soon as the company decides to cut costs.",4.9,Anonymous Employee,careerbliss,amazon
Great company to work with as an independent contractor.,5,Anonymous Employee,careerbliss,amazon
"Good place to work,  but hard work.",4,Anonymous Employee,careerbliss,amazon
The TRMS department at Amazon is not a place I have enjoyed or would recommend working at. There is little room for career advancement and the micromanagement is extreme.,1.3,Anonymous Employee,careerbliss,amazon
"I have only worked for Amazon for short while. However, I have already experienced the good and the bad reputation of the company. There are lots of very smart people who work there, many of them being very ambitious. I think ambition may get the better of some of the employees as they sometimes resort to making themselves look better by making others look worse. Level of experience overall is quite low because of the high turnover.",3,Software Development Manager,careerbliss,amazon
I've worked for Amazon in 2012. I found it to be a good company to work for with a lot of great people. I enjoyed my job while working there.,2.6,Senior Electrical Engineer,careerbliss,amazon
"I worked for amazon as a risk investigator for 4 months, it was a wonderful experience as i got to learn how amazon tries to keep its activity so secure and safe. I saw the possible happenings of a credit card fraud and i was in MRI which stands for merchant risk investigations.Which prevents the seller from doing a fraud to the customers.",5,Risk Investigator,careerbliss,amazon
"The people were nice to work with, but I was grossly underpaid for the work I was doing, I found my manager difficult to approach, and because everyone else on my team was as green as I was it was difficult to get help.  Lastly I was cut from my contract along with every other contractor on my team with only a weeks warning, which I might add was less than I was required to give them in the case that I wanted to leave.",2.5,Anonymous Employee,careerbliss,amazon
"Amazon has strong vision for future consumer business.  Employees at Amazon are very competitive and may be tough for new mom due to lack of work-life balance.  If you are willing to spend many hours, you will be successful.",2,Anonymous Employee,careerbliss,amazon
Amazon is the top most online retailer. It is one of the top most companies of the world.,4,Big Data Consultant,careerbliss,amazon
Great learning experience.,5,Anonymous Employee,careerbliss,amazon
"I worked for Amazon for 1 year and found the experience challenging physically but not mentally. Although, if I needed a job quickly to fill a gap in employment I would go there again.",3.3,Anonymous Employee,careerbliss,amazon
Good experience. Got to learn a lot! Manager was not good.,3.9,Anonymous Employee,careerbliss,amazon
"Doing work there for about 2 years and have enjoyed my time there, fast pace challenging and engaging the staff and management provide a smooth work environment that allowed me the chance to work and experience what its like to be apart of a team working hard to ensure products are delivered to there customers on time.",3.9,Warehouse Worker,careerbliss,amazon
"Amazon Jr IT support is a good starting place for an IT career in the corporate world.  However, you end up starting as a Tier 3, which the pay range starts at 12.00 - 15.00.  In order to move past that you must become a Sr IT.
There are a variety of Tier 3 employees and many do not have skills like the IT dept has.  Jr IT is a good stepping stone but from perspective of having a trade, it's almost insulting to be getting paid the same as someone who doesn't have a skill.",3.9,Anonymous Employee,careerbliss,amazon
"I've worked with Amazon for over 2.5 years, and overall the company is a wonderful company to work for. I have only two negative things to say: work/life balance is extremely poor compared to other companies I've worked for, and compensation is much less than equivalent roles I've had in other companies.",4.3,Anonymous Employee,careerbliss,amazon
"A good place to start and grow. Well organized as you would expect. Technology culture for software developers - there are weekly presentations, discussions, mailing lists, etc. Politics exist as in any office.",3.8,Anonymous Employee,careerbliss,amazon
"They chewed me up and spat me out when I was used up.  Do not work for them.  I was a developer, a tester, tech support, and maintenance, for one low salary.",3.3,Anonymous Employee,careerbliss,amazon
"Worked for Amazon for 2 years. Found that hardly anything in the Digital Products software org is planned. Everything is always a fire.Great that you get ownership over your own areas, but at the same time there are not enough people, and there are well embedded old-timers that are hard stuck to make change.Amazon only has about 2% of their employees in top IC roles, not a well balanced curve so you compete with everyone as the level band is also very wide. You need a number of executive level people in different disciplines to champion your promotion (not feedback from your peers or direct managers).",2.5,Anonymous Employee,careerbliss,amazon
"While working for Amazon, there's this constant pressure to work as if you are a tier above your current role.  You have to do BIG things in order to get noticed.  You will not get noticed if it doesn't also make your superiors look good.  Anyone (even superiors you trust) will stab you in the back if it makes them look good.  There's no sense of team, everyone's a ""leader"".",3,Anonymous Employee,careerbliss,amazon
"With AWS you learn a lot and are with very talented workers. Sadly, AWS does not reward its employees as good as other companies. Your salary and benefits are at par with other large companies.
We are geographically separated from the headquarters and feel that we are not involved with the AWS or don't have access to the technical resources as easily as others in the headquarters.",4,Anonymous Employee,careerbliss,amazon
"I’ve worked for Amazon phx6 warehouse since 2010. Amazon.com started as an online bookstore, but soon diversified, selling DVDs, VHSs, CDs, video and MP3 downloads/streaming, software, video games, electronics, apparel, furniture, food, toys, and jewelry.  The company was founded in 1994, spurred by what Bezos called his ""regret minimization framework"", which described his efforts to fend off any regrets for not participating sooner in the Internet business boom during that time.",3.9,Graphic Designer,careerbliss,amazon
"Amazon is a very large company, but I feel they got too large too fast in order to be the largest online company ever. The customer is the most important to thing to the company, and they should be. I also feel that that the employee's got lost along the way in all that growing.",3.3,Warehouse Associate,careerbliss,amazon
I was hired to work as an Inbound receiver in 2011. The work was enjoyable. I wasn't told we were seasonal employees until after the Christmas holiday.  When the worked slowed down they let us go. I still receive calls to work during the busy season.  I am not looking for temporary work.,3.4,Inbound Receiver,careerbliss,amazon
Amazon.com is a great company to work for and the compensation/benefit package is amazing.,4,PC Maintenance Technician,careerbliss,amazon
"This is a great place to work, but it can be difficult to move up.",4.4,Anonymous Employee,careerbliss,amazon
"I have worked with Amazon as a Tier One Support Engineer and provided support to internal teams, as well as, event management and event mitigation of brand impacting events. It was an awesome work environment, with little stress involved. However, there was little to no challenge involved, so some days just dragged on. 

Overall, I highly recommend Amazon as an employer as the career growth opportunities are limited only by your own ambition.",4.5,Systems Engineer,careerbliss,amazon
"I've been working for nearly 2 years with Amazon doing tech support and customer service. I personally have no ""issues"" with Amazon at all, it's a great place to work. My main issue is that I work from home via VPN and I have no room for advancement in IT. Due to security, IT isn't allowed unless it's onsite, and I can't move to Seattle at this time. I've spoken to my leadership about this transition and they are understanding. ",4,Technical Support Specialist,careerbliss,amazon
Amazon continues to expand rapidly and continues to innovate in the online retail space.  Overall I am very pleased with my professional experience being at Amazon.  I do caution that it can be difficult to manage a work life balance depending on the level of responsibility in your role.,3.4,Anonymous Employee,careerbliss,amazon
"Work satisfaction greatly depends on what team you end up in and what management structure is controlling it. If your team is collaborating with staff in India, you'll be expected to attend odd hour phone meetings. Altogether not very much emphasis is put on work-life balance. On the other hand, it can be great career maker to work and have worked for this company. People from all over the world come to work for Amazon, and it's fun to meet them in the common kitchen areas.",3.8,Senior Web Developer,careerbliss,amazon
It is very good company to start but not for your development in the technology field. Other than that I don't have anything to say about the company.,3.4,Anonymous Employee,careerbliss,amazon
"I just started working here and it seems ok. The work is tedious and fast paced, but not too bad. I wish the starting pay was more than 11.00 per hour.",3.1,Anonymous Employee,careerbliss,amazon
"Do not enjoy working at Amazon. ""Work hard, have fun, make history"", where the latter 2 are works in progress.",1.6,Anonymous Employee,careerbliss,amazon
I worked at PHL5 warehouse in Lewisberry for about 2 months. It was a good job for those 2 months but I couldn't see myself working there day in and day out.,3.4,Anonymous Employee,careerbliss,amazon
I've worked for Amazon.com. Since 10/12 in less than one year the entire management team has left or been let go. The company admits to the poor management issues but still continues the cycle. There is no consistency whatsoever.,2,Technical Specialist,careerbliss,amazon
"I've worked here for 2 years and while the technology is great, the management is subpar.  Very little room to grow and no direction from management makes it a very frustrating place to work.  On the plus side, your co-workers will probably be the smartest people you've ever worked with.  It's a great job but can burn you out really fast.",3.1,Anonymous Employee,careerbliss,amazon
"The organization as a whole is doing okay.  The problem lies in that there wasn't a clear mission for the team I was on.  This led to a lot of confusion and only by going over my boss's head did I get timely information. There's a ""just get it done"" mentality - it works sometimes - but not when you're giving conflicting instructions and amorphous goals.",2.6,Anonymous Employee,careerbliss,amazon
"I did an internship at Amazon during the Fall of 2013 (end of August to late December). My overall experience at Amazon is positive. I was able to learn a lot about myself and where and how I can improve in the future. However the one thing I did not like was the work itself and the support I received during my internship. During my 4 months there, I was plagued with constantly changing requirements. I had almost no support which made completing my job difficult.",3.4,Engineering Intern,careerbliss,amazon
"I've been working at Amazon for almost 1 year. Learning experience is great, is very fast pace and work/life balance is not that good. On call rotations are very stressful.",4.1,Anonymous Employee,careerbliss,amazon
"I have worked for Amazon since 2010. While they are the top online retailer in the world and have provided me much valuable experience, I think that they are still using an archaic performance review system that requires leaders to map compensation to a curve. And the workspace is extremely small considering my job level and experience. Amazon is extremely frugal especially considering their success.",3.3,Anonymous Employee,careerbliss,amazon
Good company and learning.,3.1,Anonymous Employee,careerbliss,amazon
Nice learning environment.,4,Software QA Engineer,careerbliss,amazon
It is a good pay for this type of job.,4.9,QA Engineer,careerbliss,amazon
"I enjoyed what I did. Like to create test cases, create test plan, perform regression test suite used tools.",4,Software QA Engineer,careerbliss,amazon
"The middle layer of management, from SDM to Director, has a lot of power to do whatever they wish. How you are treated at Amazon depends almost entirely on your manager. With a good manager, you'll do well. With a rotten manager, and there are a  lot of them, you'll do poorly. This includes such things as work-life balance, compensation, and advancement.Basic project management guidelines, best practices, and tenets are routinely violated. The lessons of The Mythical Man-Month are lost.",2.9,Anonymous Employee,careerbliss,amazon
"Amazon is a software, web-development company. The practices and culture fit well for software, web-development. Other technologies are a misfit - Computer Vision, Image Processing or Machine Learning. Work life balance sucks!",3,Anonymous Employee,careerbliss,amazon
"Amazon is a highly competitive atmosphere where no one seems to know what they're competing for.  There is no collective goal that everyone is working toward.  Teams seems to work in silo with no regard for the impact on tangential teams.  Compensation is terrible, and seems that all the smart people end up leaving, and only the ones willing to stay well past the point of what's rational are promoted.",2.6,Anonymous Employee,careerbliss,amazon
"Most of the time I worked remote with AMZN, but since I worked for the first 3-6 months in AMZN data center (unlike corp env.) it was SO different, and it was new to me. But slowly I got adjusted.",4.4,Anonymous Employee,careerbliss,amazon
"Workplace was not that good. Technology, work was really good. I like the place as far as work is considered. It all depends upon the team you are working with how the place looks like to you.",3.9,Anonymous Employee,careerbliss,amazon
Extremely good workplace if you get into good team!,3.8,Anonymous Employee,careerbliss,amazon
"Great company, lots of room for growth.",3,Anonymous Employee,careerbliss,amazon
I like it so much. I am proud of being a Software Engineer.,4,Senior Software Engineer,careerbliss,amazon
"In the year I have been with amazon, I have experienced too much territorialism.  Responsible parties are slow to onboard outside engineers, even within the same business group.  This makes self determination and ownership challenging at best, impossible at worst.  I was asked to push untested and even incomplete work for the sake of making a stakeholder look good.  Too much self interest in the.management team.",3,Anonymous Employee,careerbliss,amazon
"With my six month experience, I would say the environment and culture in Amazon is great.",3.8,Software Development Engineer in Test,careerbliss,amazon
Amazon is reflected by the business culture it has built.  Most engineers there agree.  It makes sense but it is not what you'd find at Google.,3.4,SDE Intern,careerbliss,amazon
I interned with Amazon over the summer. It was a great experience.,3.8,Anonymous Employee,careerbliss,amazon
"A lot of companies will say they are fast-paced, but that is a truly accurate assessment of Amazon.  You will be expected to turn around a staggering amount of work in a short amount of time.  This makes for a poor work-life balance environment.",3.5,Anonymous Employee,careerbliss,amazon
The job and the compensation is not what was discussed during the interview process.  The flexibility promised when intial talks were made are not what they seem nor is the scheduling.  The ability to move up and beyond has been blocked along the way.  Transportation is paid for though!,2,Support Engineer,careerbliss,amazon
"I love that it is a very easy job, you keep working out physically and the goals are achievable when you stay focused on task.What I do not like is the fact to be doing something different to my career, sometimes it becomes a repetitive task and do not having a real mental challenge",4.4,Warehouse Associate,careerbliss,amazon
"Great company, love the people, everyone is very friendly.",5,Software Development Engineer in Test,careerbliss,amazon
"It's been a mixed experience, there are lots of good and bads, as all companies. The cons mainly are around the work life balance and hence appreciation for extra efforts that you put. Amazon lacks that value system.",3.9,Anonymous Employee,careerbliss,amazon
"I've worked in Amazon since last year. Here I learn a lot of technical terms, which is very important for me.",5,Catalog Associate,careerbliss,amazon
It's a very nice place to work as an intern. Great collaboration with colleagues. Highly challenging and vibrant environment to work.,4.8,Engineer Intern,careerbliss,amazon
I worked for Amazon AWS during 2013 Summer. It was not a great experience.,3.1,Anonymous Employee,careerbliss,amazon
"Amazon uses a lot of custom tools to do even the most basic IT job. In that respect if you are a skilled IT person, beware, you will be unchallenged and do very little learning. The pay is competitive if you don't live in California, or near any big cities for IT. Unfortunately that is not the case and the turnover rate in IT shows this, and there appears to be no effort on Amazon's part to correct this issue. They seem content to have a revolving door of technicians.",2.8,Anonymous Employee,careerbliss,amazon
Amazon provides a lot of security but as a big company has a lot of policy and logistics in place that can hinder creativity and career growth. Other than process hindering career growth I am extremely happy here.,3.8,UX Designer,careerbliss,amazon
"I interned there so can't say much about the company, but it's a good place to get some work experience as a UG student.",2.9,Anonymous Employee,careerbliss,amazon
There is often mismanagement of all resources. It often feels like there is no improvement or you constantly are redoing the same work.,2.5,Anonymous Employee,careerbliss,amazon
The company is good. The actual work sucks. It's still just a basic warehouse... and you can't expect to do anything if you don't have a degree.,4.9,Anonymous Employee,careerbliss,amazon
"Read the internet about the HR policy before going to this place. If you like Perl, Mason and old stuff that's for you.",2.1,Anonymous Employee,careerbliss,amazon
Good company to start for and get experience.,3.6,Data Center Operations Technician,careerbliss,amazon
I have worked for Amazon.com for 8+ years and it has been a great place to work.,4.3,Anonymous Employee,careerbliss,amazon
I have worked with Amazon.com for about a year now and find it as an exciting place to work.,4,Anonymous Employee,careerbliss,amazon
"After one year spent in the AWS data center environment I can only say positive things about the experience. The management at all levels was helpful and responsive, my co-workers were all knowledgeable and friendly, and the on-the-job perks of an open schedule, light workload and company sponsored dinners put the entire thing over the top. I have heard some other teams in the area do not get the same perks, so other reviews may vary.",4.8,Anonymous Employee,careerbliss,amazon
I am paid just about right.,4,Anonymous Employee,careerbliss,amazon
It's an ok place with a lot of opportunity.,3.5,Picker,careerbliss,amazon
"Amazon.com has a very competitive atmosphere for management which can cause for a tense work environment at times. A lot of room for upward movement but there is a lot of pressure to exceed the demand of management. Deadlines don't exist because everything needs to get done yesterday. If you can't produce you don't have much time to recover because they will put you on the chopping block quick. If you can produce, consistently, then this is the place for you.",3.5,Anonymous Employee,careerbliss,amazon
I worked at Amazon in fall 2013. I had an amazing experience.,4.3,Anonymous Employee,careerbliss,amazon
"I have worked for Amazon Fulfillment since October of 2012. I believe they have a great core of values including those concerning customer orientation and leadership. However, I feel as though management can be vastly improved. I do not feel I am supported by my immediate management. Compensation is rather low for the responsibilities and duties required for my position. I do enjoy working for Amazon but I do not see myself building a strong career within the Fulfillment Center.",3.3,Warehouse Associate,careerbliss,amazon
I interned with Amazon last summer and I had a very positive experience. People around you are supportive and are willing to help. There is literally no management and developers are given a lot of freedom in terms of technology.,4.8,Software Development Engineer,careerbliss,amazon
"Great company overall, but limited growth potential in a satellite office.",4,Anonymous Employee,careerbliss,amazon
"I didn't like working at Amazon due to management and employee relations was not effective, some of the responsibilities and work ethic is not good. Employees life span is the shortest I have ever seen in working in enterprise. Employees leaving after short period of time due to over working.",2.8,Network Administrator,careerbliss,amazon
"It's a good company for newly hired people. But for experienced people, all the build process and development is a pain, since there is nothing useful to learn in those extra efforts.",4,Web Development Engineer,careerbliss,amazon
"I've been in Amazon China for 2 and a half years now. During this time, the dev team grew from several dozen to more than 500. And my team grow from 10 to 30. But the workplace is not enlarged much. So we get a very bad work environment. But on the other hand. My team mates are all very nice. And we can get resources for development easily.",4.6,Software Development Engineer,careerbliss,amazon
I worked for Amazon.com as an SDE intern and found the experience to be quite normal. From the experience I found that Amazon.com employees are stressed out and under-compensated. I would not have continued working there even if they had offered me a full time position.,3.1,SDE Intern,careerbliss,amazon
I've worked with Amazon for the last 2 years and they've treated me well. I've built great relationships with my coworkers and other people throughout the company. The job is low stress for 80% of the time because you can take personal control of your workflow. The compensation has been good.,4.4,VX Designer,careerbliss,amazon
"I loved working my team and learning about all these new technologies. Unfortunately, I never felt like a full part of the team. I also felt that sometimes my development choices weren't really respected; like my manager felt I was going in wrong direction sometimes, but he never told me that directly, nor did he let me know what the right, expected path was. Basically, there seemed to be a lot of expectations about my work that was under the surface and not communicated to me.",4.5,Software Development Intern,careerbliss,amazon
A very good company to work and praise.,4.6,Content Writer,careerbliss,amazon
"I have worked for Amazon since May 2013. Like any large company it has its quirks, but the leadership is innovative and the opportunities are great.",4.5,Senior Manager,careerbliss,amazon
"Amazon is a great company to work for. That being said, due to its entrepreneurial culture, not everyone fits the mold. In fact, most middle managers simply do not know how to motivate in a fast-paced environment to take advantage of the lack of bureaucracy. Amazon's problem is middle management. A lot of simple minded, obtuse and inexperienced middle managers that simply do not belong. However, senior management and entry level talent is remarkable, and the company will continue to innovate.",3.3,Anonymous Employee,careerbliss,amazon
I loved this place. I made many friends.,5,Software Development Engineer,careerbliss,amazon
Amazon.com is a globally recognized company and is an exciting place to work. The overall culture of the office is energetic and very conducive to working hard and playing hard. Amazon is very customer focused and also cares about its employees and strives to keep both sides motivated and happy.,4.1,Regional Marketing Executive,careerbliss,amazon
I worked for Amazon for 2 years beginning in 2008.,3.6,Area Manager,careerbliss,amazon
"All around pretty good work place and environment, need some more challenging work to do. Gets redundant after a while, I like to challenge myself and this isn't getting the job done. Also like helping others and this doesn't cut it.",4,Retoucher,careerbliss,amazon
I enjoy my work and would like better work personal life balance. :),3.3,Anonymous Employee,careerbliss,amazon
Unwilling to change schedule and overworked for the little bit of pay I was given.,3,Forklift Operator,careerbliss,amazon
"Amazon was everything I had ever dreamed of as a hobbyist who found his way into the big-time. It was a slice of pie and dreams that I had always wished for in a job; until I was dropped like a rock. Washington is an at-will state for employees but, I had absolutely no indication that I was to be terminated and I was told over the phone by my recruiter versus my boss. To say the least, I am very sad that they let me go because I was contributing a lot of changes to our main code branch.",3.7,Software Developer,careerbliss,amazon
Good. I learnt a lot and made a lot of friends. I'm in demand now.,4,Senior Software Development Engineer,careerbliss,amazon
It's a good place to work and learn. I learnt a lot. I'm experienced and highly in demand.,3,Software Development Engineering Intern,careerbliss,amazon
"I find Amazon to be a strong company to be apart of. As an intern, I was given the opportunity of ownership and responsibility equal to my peers. Although a very large company, they embodied a start up mentality and allowed room for self expression. If given the opportunity, I would recommend the experience.",4,UX Design Intern,careerbliss,amazon
"I have been with Amazon for almost 2 years. It is a great, fast paced company where you can definitely make your own decisions and affect change. It is also a place where it is difficult to manage your work life balance.",4.3,Vendor Manager,careerbliss,amazon
"I worked for Amazon as an intern during the summer of 2013. Amazon cares for their employees and has a productive work environment.Depending on the team, the hours can be overwhelming. However, as long as work is getting done, the environment is friendly and relaxed.",4,Anonymous Employee,careerbliss,amazon
I enjoyed working at Amazon immensely. I was working with a friend and we did interesting work together that I was uniquely suited for. Given the chance I'd work with her and the company again.,3.7,Anonymous Employee,careerbliss,amazon
"The company culture is very dynamic and democratic. The only thing I don't like is the utterly confusing Apollo system that they use to install code on an ancient version of RedHat that is installed as a virtual device on your computer. It can sometimes be difficult getting permission to install software that you need to do your job, but it is nowhere near as bad as what Boeing does..",4,Anonymous Employee,careerbliss,amazon
"Amazon has matured from just online retailer to a company who has some products very positively accepted by its customers. Company mostly cares for Dev's, not that much for others.",3.3,Anonymous Employee,careerbliss,amazon
It is a great place to work! I have had a wonderful time as an Area Manager and have learned much about the business and myself at the same time.,4.3,Anonymous Employee,careerbliss,amazon
There are a lot of benefits and drawbacks to this position.,3.3,Anonymous Employee,careerbliss,amazon
The onboarding process was not very good. There was not enough training or support to get on track and be successful.,2.9,Product Manager,careerbliss,amazon
"Managers should have their own judgement, to be fair please.",2.3,Software Development Engineer in Test Intern,careerbliss,amazon
Create a better description of the way the company actually works before you sign on!,2.7,Area Manager,careerbliss,amazon
I personally don't have any suggestions; they ran everything in such a good manner.,5,Forklift Driver,careerbliss,amazon
Management is very awesome here. People and managers in this company are great.,5,Test Manager,careerbliss,amazon
"Do not simply forward messages with see below written. Send out communication with the why included, and not just the what, so that area managers can communicate the value of decisions to the team uniformly.",3.3,Area Manager,careerbliss,amazon
"Get more experienced merchants, as there are too many book people bosses.",5,Senior Buyer,careerbliss,amazon
Try to get everyone to try to work together as one unit.,1.9,Packer,careerbliss,amazon
"Value employee feedback. When employees express a concern, heed it rather than work against the employee.",3.6,EDI Analyst,careerbliss,amazon
Hire more people to meet team demands. Hiring rate needs to be improved.,4.9,QA Engineer,careerbliss,amazon
I would suggest shorter shifts and more breaks for warehouse associates during high temperature weather.,4.1,Warehouse Associate,careerbliss,amazon
"Micromanage less, optimize workload better, prioritize, have more respect, and be more flexible.",3.6,Economist,careerbliss,amazon
Don't throw so many projects on at once. Work with employees to find strengths and weaknesses.,3.3,HR Assistant,careerbliss,amazon
"It's not a generous company; we lack perks, and they don't send us to neat conferences.",3.6,Senior Software Engineer,careerbliss,amazon
Things are fast-paced at Amazon. Sometimes doing things quickly just for the sake of doing them quickly does more harm than good.,3.5,Senior Recruiter,careerbliss,amazon
"There are a lot of meetings, seriously, a lot. The management should cut that down a bit.",3.6,Web Development Engineer,careerbliss,amazon
Thank you for providing the opportunity to work at this great company.,4.4,Programmer Analyst,careerbliss,amazon
Chronic understaffing is running some teams ragged. Increase headcount and support staffing as needed.,3.1,Operations Manager,careerbliss,amazon
I would suggest continuity. Management frequently changes and so do policies. Associates are typically more comfortable with stability and well-communicated changes.,3.9,IT Technician,careerbliss,amazon
They are well aware of what needs to be improved and do their very best.,3.4,Software Development Engineer in Test Intern,careerbliss,amazon
Don't lie to meet your numbers and achieve your goals.,3.3,Software Development Engineer,careerbliss,amazon
Management needs to pay more effort to handle old Joyo management style conflict.,3.7,Search Marketing Manager,careerbliss,amazon
"Because the average tenure in a role is usually less than two years, a lot of knowledge and experience gets lost in transition.",4,Marketing,careerbliss,amazon
"I disliked the poor management, lack of growth opportunities, and less business-driven projects.",3,Software Development Engineer,careerbliss,amazon
Keep which schools the management is working with in better order.,4.4,Marketing Intern,careerbliss,amazon
Ensure business needs are being met while ensuring the continued growth of your associates and product line.,3.9,Program Manager,careerbliss,amazon
I dislike the limited advancement opportunities for the DBA role. Database features used are not as much as I would like.,3.6,Oracle DBA,careerbliss,amazon
I would have the FCs more organized so that there was less down time figuring things out during the work day.,3.6,Operations Leadership Intern,careerbliss,amazon
I would have more meetings.,3.8,Public Relations Specialist,careerbliss,amazon
"Management should have better oversight of team and personnel development, and more focus on creating a collaborative workplace.",3.1,Senior Product Manager,careerbliss,amazon
Get to know your team's strengths and weaknesses. Don't leave it up to your reports to mentor and develop other team members.,4,HR Business Partner,careerbliss,amazon
I would suggest having right priorities for projects as per requirements.,3.4,Software Development Engineer,careerbliss,amazon
Continue the great work at Amazon.,5,Head PHX Developer,careerbliss,amazon
"As the owner of Amazon Processing, it was my pride and joy.",4,Senior Sales Executive,careerbliss,amazon
"Work hard, have fun, make history :).",3.4,Software Development Engineer,careerbliss,amazon
Amazon.com rocks! I wish I would have stayed.,4.9,Customer Service Specialist,careerbliss,amazon
This review is based on my experience in Campbellsville.,3.7,Area Manager,careerbliss,amazon
Amazon is a great place to work.,3.9,Software Development Engineer,careerbliss,amazon
Superbly awesome and wonderfully fulfilling.,4.2,Shipping Manager,careerbliss,amazon
I have tremendous respect for Jeff Bezos; Seattle was not for me and I missed California.,4.2,Web Editor,careerbliss,amazon
Systems and tools are holding Amazon back from truly being an ideal workplace.,3.1,Vendor Manager,careerbliss,amazon
"Overall, I like where I am but am looking for a permanent position.",4.1,Software Developer,careerbliss,amazon
My dog loved it too.,4.2,Account Manager,careerbliss,amazon
"Try focusing more on your employees and a little less on your customers. If you keep the customers happy and piss off the employees, you won't have any employees left.",2.5,Software Engineer,careerbliss,amazon
"This position is a wrong place for me as a software developer. Work is very ad-hoc and poorly organized, without clear chain of command. There's a lot of support and little new development, and no growth perspective.",3.2,Software Development Engineer in Test,careerbliss,amazon
Management should continue doing what they are doing! It works. Thank you.,4.9,Manager,careerbliss,amazon
Amazon Mortgage went out of business.,3.9,Loan Officer,careerbliss,amazon
"Seriously, what a pack of self-absorbed jerks. There's no fixing sociopathic personality disorders.",2.3,Senior Marketing Manager,careerbliss,amazon
My Amazon experience was interesting.,4.2,Merchant Services Manager,careerbliss,amazon
"Not a bad place, really.",3.5,Training Manager,careerbliss,amazon
Great experience. I learned so much.,4,Senior Web Developer,careerbliss,amazon
A rotten place to work.,1.9,Lead Technician,careerbliss,amazon
One of my favorite jobs.,3.8,Systems Engineer,careerbliss,amazon
"Amazon is a great place to work, but I want a career in games and entertainment.",3.9,Technical Support Representative,careerbliss,amazon
Work very hard; play hard.,4,HR Assistant,careerbliss,amazon
I really enjoyed working at Amazon.,4,Vendor Manager,careerbliss,amazon
